City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,mufulira,-12.5498,28.2407,288.39,98,73,1.85,ZM,1681442974
361,atambua,-9.1061,124.8925,301.38,67,12,1.82,ID,1681443048
362,wuwei,37.9281,102.6414,284.53,29,86,2.74,CN,1681443048
363,shingu,33.7333,135.9833,293.89,52,100,3.08,JP,1681443049
364,richards bay,-28.783,32.0377,294.12,84,89,2.45,ZA,1681443049
365,souillac,-20.5167,57.5167,296.36,83,20,1.54,MU,1681443049
366,tuatapere,-46.1333,167.6833,291.14,62,0,1.47,NZ,1681443050
367,peniche,39.3558,-9.3811,286.54,78,100,5.86,PT,1681443051
368,priladozhskiy,59.85,31.4833,271.78,99,90,4.85,RU,1681443051
369,dzaoudzi,-12.7887,45.2699,299.09,83,0,2.06,YT,1681443052
370,la ronge,55.1001,-105.2842,277.27,52,75,1.54,CA,1681442754
371,mlonggo,-6.5333,110.7,302.67,70,100,0.71,ID,1681443052
372,deputatskiy,69.3,139.9,263.06,84,100,1.32,RU,1681442566
373,northam,51.0333,-4.2167,280.59,93,100,2.97,GB,1681443053
374,ambanja,-13.6833,48.45,296.11,89,39,1.07,MG,1681443054
375,eusebio,-3.89,-38.4506,300.34,83,40,2.57,BR,1681443054
376,samana,19.2056,-69.3369,296.89,85,39,2.67,DO,1681443055
377,praia da vitoria,38.7333,-27.0667,290.29,88,75,6.49,PT,1681443056
378,coihueco,-36.6167,-71.8333,284.83,79,100,1.25,CL,1681443056
379,sao lourenco do sul,-31.3653,-51.9783,289.66,66,31,3.9,BR,1681443056
380,goundi,9.3627,17.366,300.71,61,84,2.93,TD,1681443057
381,funtua,11.5233,7.3081,295.58,18,70,4.07,NG,1681443057
382,srednekolymsk,67.45,153.6833,268.17,75,13,6.18,RU,1681443058
383,nome,64.5011,-165.4064,260.19,61,0,3.09,US,1681442565
384,los llanos de aridane,28.6585,-17.9182,290.44,63,100,7.15,ES,1681443059
385,elat,29.5581,34.9482,288.06,63,0,2.57,IL,1681443059
386,lampa,-33.2833,-70.9,289.27,72,0,3.6,CL,1681443060
387,mayumba,-3.432,10.6554,299.19,88,70,2.95,GA,1681443061
388,berlevag,70.8578,29.0864,274.15,64,43,6.69,NO,1681443061
389,muros,42.7762,-9.0603,286.53,94,100,7.72,ES,1681442720
390,rumonge,-3.9736,29.4386,294.41,87,100,0.89,BI,1681443062
391,changji,44.0167,87.3167,287.59,33,0,2.0,CN,1681443063
392,constitucion,-35.3333,-72.4167,285.64,93,100,2.74,CL,1681443064
393,iracoubo,5.4802,-53.2011,298.14,88,100,3.39,GF,1681443065
394,brae,60.3964,-1.353,278.95,87,78,5.4,GB,1681443065
395,banda aceh,5.5577,95.3222,303.18,69,31,3.96,ID,1681443066
396,saint-francois,46.4154,3.9054,278.84,81,100,1.54,FR,1681443067
397,mantua,45.1667,10.7833,281.68,88,99,1.34,IT,1681442769
398,padrauna,26.9025,83.9819,307.82,10,94,2.29,IN,1681443068
399,bereda,43.2686,-7.5406,282.12,100,100,3.65,ES,1681443069
400,nouakchott,18.0858,-15.9785,298.11,71,66,5.53,MR,1681443070
401,payo,-3.7508,103.6372,305.85,51,45,1.26,ID,1681443071
402,nuuk,64.1835,-51.7216,276.49,60,20,3.09,GL,1681443071
403,trzebinia,50.1593,19.4697,281.11,92,74,2.23,PL,1681443072
404,hamilton,39.1834,-84.5333,292.62,55,0,0.0,US,1681443028
405,mwense,-10.3845,28.698,290.31,98,87,1.09,ZM,1681443073
406,eyl,7.9803,49.8164,301.59,69,98,5.14,SO,1681443074
407,bembereke,10.2283,2.6634,298.71,59,49,2.2,BJ,1681443074
408,pachelma,53.2443,43.3521,276.21,71,100,11.85,RU,1681443075
409,usakos,-22.0,15.6,292.21,25,2,1.74,NA,1681443076
410,roscommon,53.6333,-8.1833,275.99,83,100,0.21,IE,1681443077
411,bibiani,6.4635,-2.3194,295.32,97,99,0.13,GH,1681443077
412,aripuana,-9.1667,-60.6333,295.93,99,100,0.56,BR,1681443078
413,sao joao da barra,-21.6403,-41.0511,297.44,91,13,2.97,BR,1681443078
414,iranshahr,27.2025,60.6848,300.34,41,0,0.0,IR,1681443079
415,iberia,29.9502,-91.7507,289.85,77,0,2.06,US,1681443080
416,vetluzhskiy,58.3902,45.4654,268.59,51,5,5.75,RU,1681443080
417,batesville,35.7698,-91.641,293.12,46,100,0.0,US,1681442921
418,yasnyy,51.0333,59.8742,279.45,81,100,12.0,RU,1681443082
419,konevo,62.1215,39.3192,265.36,85,14,2.88,RU,1681443082
420,narsaq,60.9167,-46.05,280.27,72,100,2.94,GL,1681443083
421,serebryansk,49.6925,83.2892,275.89,85,99,3.06,KZ,1681443084
422,kudahuvadhoo,2.6708,72.8944,301.56,70,16,0.96,MV,1681443084
423,harnoli,32.2792,71.5539,305.3,18,0,3.44,PK,1681443085
424,flin flon,54.7682,-101.865,272.96,97,100,1.65,CA,1681443032
425,koforidua,6.0941,-0.2591,297.34,95,18,1.16,GH,1681443087
426,mancio lima,-7.6142,-72.8958,296.35,97,100,0.77,BR,1681443087
427,cangucu,-31.395,-52.6756,282.95,88,1,1.57,BR,1681443088
428,axim,4.8699,-2.2405,299.37,87,90,2.42,GH,1681443088
429,atasu,48.6814,71.6433,287.65,36,100,6.38,KZ,1681443089
430,tandil,-37.3217,-59.1332,279.17,72,51,2.86,AR,1681443002
431,monticello,45.3055,-93.7941,297.12,31,100,6.17,US,1681443019
432,saint-pierre,-21.3393,55.4781,298.47,78,20,3.6,RE,1681442543
433,coquimbo,-29.9533,-71.3436,287.0,94,0,1.54,CL,1681443093
434,sibu,2.3,111.8167,304.32,70,40,0.51,MY,1681443094
435,suna,57.8338,50.0588,268.48,59,42,9.14,RU,1681443094
436,ust-tsilma,65.441,52.1498,261.92,87,70,3.07,RU,1681443095
437,turan,16.0678,108.2208,302.14,79,75,2.57,VN,1681443095
438,alzamay,55.5562,98.6644,280.08,48,100,4.6,RU,1681443096
439,reconquista,-29.15,-59.65,288.59,68,69,4.24,AR,1681443014
440,maridi,4.9158,29.4742,292.45,92,96,1.52,SS,1681443096
441,mollendo,-17.0231,-72.0147,294.4,81,7,2.04,PE,1681443097
442,benguela,-12.5763,13.4055,298.29,88,98,0.62,AO,1681443097
443,valparaiso,-33.0393,-71.6273,290.37,62,0,1.03,CL,1681443098
444,abha,18.2164,42.5053,288.05,77,20,3.09,SA,1681443098
445,banfora,10.6333,-4.7667,302.24,29,40,1.56,BF,1681442574
446,sechura,-5.5569,-80.8222,301.39,68,100,4.29,PE,1681443099
447,mountain home,43.133,-115.6912,278.39,41,0,5.14,US,1681442968
448,simao,22.7886,100.9748,304.21,14,1,3.11,CN,1681443099
449,puerto colombia,10.9878,-74.9547,299.2,83,41,12.34,CO,1681442948
450,baykit,61.67,96.37,264.02,87,100,2.15,RU,1681443101
451,pangkalanbuun,-2.6833,111.6167,304.28,61,98,2.01,ID,1681442510
452,faya,18.3851,42.4509,288.21,68,1,2.04,SA,1681443101
453,wilmington island,32.0036,-80.9737,294.25,96,40,2.06,US,1681443102
454,honningsvag,70.9821,25.9704,274.01,69,13,10.29,NO,1681443102
455,ahuimanu,21.4447,-157.8378,300.99,73,75,8.23,US,1681443103
456,fort nelson,58.8053,-122.7002,278.92,49,75,0.0,CA,1681442563
457,kpandu,6.9954,0.2931,298.84,86,91,2.39,GH,1681443104
458,villacarrillo,38.1156,-3.0848,278.22,48,83,0.65,ES,1681443104
459,lagos,6.5833,3.75,301.33,90,86,2.02,NG,1681442429
460,quatre cocos,-20.2078,57.7625,298.2,80,0,0.19,MU,1681443105
461,port augusta,-32.5,137.7667,298.89,21,100,9.12,AU,1681442797
462,sfantu gheorghe,45.8667,25.7833,276.44,82,74,1.84,RO,1681443106
463,ahar,38.4774,47.0699,280.81,58,46,4.98,IR,1681443106
464,meulaboh,4.1363,96.1285,302.2,71,93,1.04,ID,1681443107
465,diplo,24.4667,69.584,304.12,38,0,6.51,PK,1681443107
466,ingraj bazar,25.0,88.15,309.35,13,96,1.73,IN,1681443108
467,urengoy,65.9667,78.3667,256.42,88,86,7.8,RU,1681443108
468,changli,39.7042,119.1506,293.07,17,66,1.36,CN,1681443108
469,preobrazheniye,42.9019,133.9064,282.88,42,51,2.02,RU,1681442978
470,pingzhuang,42.0372,119.2889,288.71,9,97,5.68,CN,1681443109
471,hobyo,5.3505,48.5268,301.35,75,100,4.28,SO,1681442787
472,saint peter,13.25,-59.6167,298.46,73,50,6.63,BB,1681443110
473,taft,31.7471,54.2088,288.12,39,20,0.0,IR,1681443110
474,keuruu,62.2667,24.7,271.37,94,61,4.59,FI,1681442953
475,caconda,-13.7333,15.0667,289.67,83,95,2.13,AO,1681443112
476,lazaro cardenas,17.9583,-102.2,297.4,71,0,2.09,MX,1681443112
477,griffith,41.5284,-87.4237,294.76,39,0,3.09,US,1681443112
478,boo,59.3333,18.2833,277.58,86,100,4.12,SE,1681443113
479,atar,20.5169,-13.0499,301.06,43,78,1.99,MR,1681443113
480,haines junction,60.7522,-137.5108,275.12,51,100,4.12,CA,1681443114
481,adre,13.4667,22.2,295.82,21,0,2.88,TD,1681443114
482,sao miguel do araguaia,-13.275,-50.1628,296.4,85,100,1.22,BR,1681443114
483,summerville,33.0185,-80.1757,294.14,96,100,2.57,US,1681442987
484,erenhot,43.6475,111.9767,277.28,16,0,12.81,CN,1681443115
485,iseyin,7.9667,3.6,298.09,87,9,2.11,NG,1681443116
486,sisimiut,66.9395,-53.6735,267.06,86,29,2.42,GL,1681443116
487,bagdarin,54.4333,113.6,274.74,39,12,1.32,RU,1681443116
488,cedar city,37.6775,-113.0619,278.69,49,100,4.63,US,1681443117
489,narasannapeta,18.4167,84.05,307.87,38,38,3.12,IN,1681443117
490,santa ana,33.7456,-117.8678,287.1,81,100,3.09,US,1681442968
491,leshukonskoye,64.8989,45.7622,258.96,94,37,1.34,RU,1681442569
492,pangnirtung,66.1451,-65.7125,258.36,90,73,2.74,CA,1681443119
493,tezu,27.9167,96.1667,307.16,22,1,2.15,IN,1681443119
494,gewane,10.1664,40.6453,297.43,71,36,3.03,ET,1681443120
495,kuusamo,65.9667,29.1833,262.17,79,0,3.09,FI,1681442978
496,starokostyantyniv,49.7576,27.2034,280.8,96,100,2.23,UA,1681443120
497,goderich,43.7501,-81.7165,292.33,45,82,6.17,CA,1681442494
498,whitecourt,54.1502,-115.6855,278.73,38,75,3.09,CA,1681443121
499,macau,22.2006,113.5461,301.96,88,40,2.06,MO,1681442913
500,sarangani,5.4033,125.4636,301.77,69,67,2.03,PH,1681443123
501,katobu,-4.9408,122.5276,303.96,66,71,1.46,ID,1681443123
502,acajutla,13.5928,-89.8275,300.75,73,78,3.33,SV,1681442881
503,alofi,-19.0595,-169.9187,302.09,61,75,7.2,NU,1681443124
504,panji,-7.7253,114.0995,303.45,65,100,0.21,ID,1681443125
505,makakilo city,21.3469,-158.0858,300.33,63,40,8.23,US,1681443125
506,farah,32.5,62.5,299.71,12,100,0.58,AF,1681443126
507,menongue,-14.6585,17.691,291.35,80,99,1.32,AO,1681442763
508,caravelas,-17.7125,-39.2481,296.53,92,11,2.26,BR,1681443127
509,hami,42.8,93.45,288.23,27,19,0.95,CN,1681443128
510,giubiasco,46.1725,9.0079,280.41,53,20,1.03,CH,1681443128
511,panama city,8.9936,-79.5197,301.02,74,0,2.06,PA,1681443122
512,abu kamal,34.4506,40.9171,286.48,66,3,4.23,SY,1681443130
513,svetlogorsk,52.6333,29.7333,280.44,92,100,2.92,BY,1681443131
514,beohari,24.05,81.3833,309.34,16,42,3.61,IN,1681443132
515,vestmannaeyjar,63.4427,-20.2734,279.05,78,83,3.28,IS,1681443133
516,sri aman,1.2376,111.4621,304.18,74,40,0.0,MY,1681443133
517,tautira,-17.7333,-149.15,299.97,66,41,4.48,PF,1681443134
518,inuvik,68.3499,-133.7218,255.57,78,75,3.09,CA,1681443015
519,goianesia,-15.3175,-49.1175,293.82,93,98,0.77,BR,1681442887
520,paamiut,61.994,-49.6678,274.04,67,100,5.12,GL,1681443136
521,stornoway,58.2093,-6.3865,275.39,94,76,0.51,GB,1681443136
522,frontera,26.9333,-101.45,300.0,42,95,4.02,MX,1681443137
523,khasan,42.4308,130.6434,284.01,39,93,1.07,RU,1681443138
524,ouadda,8.0777,22.4007,292.32,98,100,1.17,CF,1681443138
525,tsaratanana,-16.7833,47.65,295.46,91,100,2.13,MG,1681443139
526,itapema,-27.0903,-48.6114,295.75,90,75,3.44,BR,1681442940
527,luanda,-8.8368,13.2343,299.15,94,100,1.54,AO,1681443141
528,kuching,1.55,110.3333,306.0,65,40,0.89,MY,1681442971
529,ayan,56.45,138.1667,273.59,54,100,3.8,RU,1681443142
530,severka,56.8688,60.3015,261.84,48,20,5.88,RU,1681443143
531,predivinsk,57.0669,93.4378,276.87,86,100,4.08,RU,1681443143
532,hovd,48.0056,91.6419,279.15,13,0,2.06,MN,1681443144
533,requena,39.4883,-1.1004,281.37,59,66,2.83,ES,1681443144
534,neiafu,-18.65,-173.9833,301.53,78,75,5.66,TO,1681443145
535,ossora,59.2353,163.0719,272.35,88,100,5.23,RU,1681442793
536,harrisonburg,38.4496,-78.8689,292.36,53,0,0.0,US,1681443005
537,collie,-33.3667,116.15,288.84,36,19,5.03,AU,1681443147
538,kokoda,-8.8785,147.7407,304.77,60,90,0.56,PG,1681443147
539,leh,34.1667,77.5833,273.7,46,40,0.73,IN,1681443148
540,westport,41.1415,-73.3579,298.4,53,8,4.02,US,1681443028
541,horta,38.5333,-28.6333,289.83,93,90,8.05,PT,1681443149
542,bethel,41.3712,-73.414,297.48,35,10,0.89,US,1681442865
543,vostok,46.4856,135.8833,275.52,58,100,5.14,RU,1681443150
544,oranjestad,12.524,-70.027,299.21,82,20,8.23,AW,1681443116
545,gaurnadi,22.9667,90.2333,310.42,24,3,2.86,BD,1681443151
546,adzope,6.1069,-3.8619,296.24,95,99,0.54,CI,1681443152
547,sumenep,-7.0167,113.8667,302.3,72,100,3.06,ID,1681443153
548,bathsheba,13.2167,-59.5167,299.49,73,40,6.17,BB,1681443153
549,marsabit,2.3284,37.9899,291.06,87,100,5.12,KE,1681443154
550,inhambane,-23.865,35.3833,296.14,94,20,3.6,MZ,1681443154
